1,cFcFbaBfd5b990c,Ochoa Ltd,Bhutan,http://www.ford.com/,Adaptive heuristic customer loyalty,2014,Luxury Goods / Jewelry,9003
2,fADcDdFde731F70,Koch Inc,Maldives,http://weeks.com/,Devolved solution-oriented infrastructure,1974,Higher Education / Acadamia,2610
3,32756Aa0D8FDB49,Mills-Bauer,Montserrat,http://shah.com/,Switchable grid-enabled infrastructure,1992,Primary / Secondary Education,3616
4,3B07feDEB8Bc558,Parks and Sons,Bermuda,https://ballard.com/,Front-line 5thgeneration complexity,2001,Apparel / Fashion,6725
5,D8CFfECbD477e3A,Jordan PLC,Malaysia,https://www.dodson-roth.info/,Reduced bifurcated architecture,1989,Health / Fitness,9480
6,d87613D3cc6606a,Fisher Ltd,Myanmar,http://whitehead-holt.com/,Customer-focused tertiary task-force,1987,Consumer Goods,3034
7,3Ad2F87CEa00e57,Irwin-Hernandez,Falkland Islands (Malvinas),https://parrish-valdez.info/,Vision-oriented human-resource product,2007,Computer Games,1809
8,Bf16E476adFFa5f,Blackwell and Sons,Northern Mariana Islands,http://nichols.com/,De-engineered discrete solution,1995,Individual / Family Services,2830
9,3FbaEcB664019C6,Moody Inc,Ethiopia,https://www.rios.org/,Exclusive user-facing extranet,1984,Semiconductors,3931
10,734D2A9A5f60d02,Morse and Sons,South Georgia and the South Sandwich Islands,https://huynh-lindsey.com/,Extended even-keeled knowledgebase,1983,Aviation / Aerospace,2978
11,bb4d0F6B70Bf8d8,Farrell: Valenzuela and Duran,Tanzania,http://www.villa.com/,Mandatory directional extranet,1973,Mining / Metals,3044
12,7AcAfcdD96BF194,Rowe PLC,Antigua and Barbuda,https://www.mcconnell-robertson.net/,User-centric bi-directional project,2010,Banking / Mortgage,8664
13,9A7dd3a31F0E74b,Cunningham: Ayers and Vaughn,Georgia,https://nicholson-mosley.com/,Realigned discrete flexibility,1982,Medical Equipment,5881
14,70c35d6Ae0C6eBe,Stevens Group,Cameroon,https://guzman-holden.com/,Persistent cohesive emulation,1992,Glass / Ceramics / Concrete,9345
15,bB1dE0f35345daa,Luna: Lowe and Steele,Qatar,http://www.walsh-mcconnell.com/,Organic heuristic groupware,1973,Broadcast Media,1382
16,DeE907A18faACca,Reed: Pollard and Massey,Christmas Island,https://www.mccullough-pitts.com/,Enhanced 6thgeneration implementation,2021,Fishery,8030
